"studyLatitude","studyLongitude","country","effectSize","sampleSize","interventionType","key","author","crop","crop2","duration","soil","climate","location"
40.73,-77.95,"United States of America",0.260620150408824,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 84","Cool Temperate and Moist","Reported"
40.73,-77.95,"United States of America",0.0061237178505292,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 84","Cool Temperate and Moist","Reported"
40.73,-77.95,"United States of America",0.0153770328705895,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 84","Cool Temperate and Moist","Reported"
32.32,-86.9,"United States of America",0.0954016334602486,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"1 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.317466076717262,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"2 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",1.16405619692049,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"3 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.234328754477933,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"4 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.183945122035204,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"1 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.112728801436738,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"2 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.393976731101404,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"3 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.462623521948113,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"4 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.584258592341433,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"1 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.0313527639892555,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"2 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.0515660340592262,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"3 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.22314355131421,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"4 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.202166506630219,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.0259444674154078,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.0379418031081573,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.0100640044314911,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.0545980420643735,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.113152648438109,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.117464092721683,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.00285780328169462,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.0962858213659917,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",-0.0257358219323712,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.170183405487883,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Hot and Dry","Reported"
32.32,-86.9,"United States of America",0.0265455671386448,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 62","Hot and Dry","Reported"
41.12,-96.5,"United States of America",0.00770592992859028,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.0209836523005909,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.00665866312335965,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.0787585740982763,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.00627925430919269,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.0736328637887045,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.0296161254061115,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.31700129803822,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.128873722350542,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.0474101257964118,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.295187702453805,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.425513260450438,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.379414430908222,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.341573029251959,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",0.128824713672357,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 76","Cool Temperate and Moist","Reported"
41.12,-96.5,"United States of America",-0.143660625849128,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 76","Cool Temperate and Moist","Reported"
-36.1,146.42,"Australia",-0.0500104205746614,"6","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Moist","Reported"
-36.1,146.42,"Australia",-0.0870113769896298,"6","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"2 year","USDA Class 32","Warm Temperate and Moist","Reported"
-36.1,146.42,"Australia",0,"6","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"3 year","USDA Class 32","Warm Temperate and Moist","Reported"
-36.3,145.75,"Australia",0.200670695462151,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Xeric","Reported"
-36.3,145.75,"Australia",-0.262364264467491,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Xeric","Reported"
-36.3,145.75,"Australia",-0.154150679827258,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Xeric","Reported"
-36.3,145.75,"Australia",-0.154150679827258,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Xeric","Reported"
-36.3,145.75,"Australia",0,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Xeric","Reported"
-36.3,145.75,"Australia",0.105360515657826,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 32","Warm Temperate and Xeric","Reported"
33,-83,"United States of America",0.181842055466139,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.296500220902662,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.125603122428728,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.271601323923327,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.332334870355251,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.283621470277011,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.037179003241754,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.0155577900309259,"3","No-Till",9,"doi.org/10.1038/nature13809","cotton",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.191911865694908,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.314931714899156,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",-0.121144383359088,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.167438146117719,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
33,-83,"United States of America",0.0740402008141955,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 62","Hot and Dry","Reported"
36.38,-98.1,"United States of America",-0.578736829382201,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-0.217948734437106,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"2 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",0.0542301540608602,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"3 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-0.499283863325819,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"4 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",0.172140996861837,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"more than 4 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-1.01435194505037,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"more than 4 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-1.39372933960741,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"more than 4 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-0.379700971172033,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"more than 4 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-0.0215062052209636,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"more than 4 year","USDA Class 75","Warm Temperate and Moist","Reported"
36.38,-98.1,"United States of America",-0.0864325057723074,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"more than 4 year","USDA Class 75","Warm Temperate and Moist","Reported"
42.02,-93.75,"United States of America",0.160216451185562,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.0784100542496511,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.0788030613774117,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.0959547173709501,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.183622793151926,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.162022352323026,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.183711411083009,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
42.02,-93.75,"United States of America",-0.18277932745885,"6","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
40.66,35.55,"Turkey",-0.328173433806518,"4","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 73","Cool Temperate and Xeric","Reported"
-27.8,-50.32,"Brazil",-0.240646522545186,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",0,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.027450091279125,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.0609483134089256,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.0318200599509704,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.093090423066012,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.0771806680296782,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.0969503566862568,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.0148417385923491,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",0.0305389029033509,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.512641090868826,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.140745957924198,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.152291157695626,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",-0.0645214141074368,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Warm Temperate and Moist","Reported"
-27.8,-50.32,"Brazil",0.00463572840452807,"4","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 62","Warm Temperate and Moist","Reported"
48.76,21.92,"Slovakia",-0.192371892647456,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"1 year","USDA Class 84","Cool Temperate and Dry","Reported"
48.76,21.92,"Slovakia",-0.180488375712294,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"2 year","USDA Class 84","Cool Temperate and Dry","Reported"
48.76,21.92,"Slovakia",-0.106106505994548,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"3 year","USDA Class 84","Cool Temperate and Dry","Reported"
48.76,21.92,"Slovakia",-0.121607132094787,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"1 year","USDA Class 84","Cool Temperate and Dry","Reported"
48.76,21.92,"Slovakia",-0.328743559249555,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"2 year","USDA Class 84","Cool Temperate and Dry","Reported"
48.76,21.92,"Slovakia",-0.364514504495069,"4","No-Till",9,"doi.org/10.1038/nature13809","soybean",NA,"3 year","USDA Class 84","Cool Temperate and Dry","Reported"
37.5,103.08,"China",0.240808387494015,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 99","Cool Temperate and Dry","Reported"
37.5,103.08,"China",0.0828876598057676,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 99","Cool Temperate and Dry","Reported"
37.5,103.08,"China",0.111467404866006,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"2 year","USDA Class 99","Cool Temperate and Dry","Reported"
37.5,103.08,"China",0.0762273653878843,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"2 year","USDA Class 99","Cool Temperate and Dry","Reported"
39.55,100.75,"China",0.342325911872674,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 99","Cool Temperate and Xeric","Reported"
39.55,100.75,"China",0.0149010813994174,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 99","Cool Temperate and Xeric","Reported"
40.09,-88.23,"United States of America",-0.0342890734786321,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"Not reported","USDA Class 76","Cool Temperate and Moist","Reported"
45.83,17.43,"Croatia",-0.0286851479988585,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"1 year","USDA Class 84","Cool Temperate and Moist","Reported"
45.83,17.43,"Croatia",-0.00348432408261092,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"1 year","USDA Class 84","Cool Temperate and Moist","Reported"
45.83,17.43,"Croatia",-0.011912781516242,"3","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 84","Cool Temperate and Moist","Reported"
45.83,17.43,"Croatia",0.0362358484540448,"3","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"2 year","USDA Class 84","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.0709176082595546,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.122406129384301,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0938835677653868,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.143371260083641,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.00493828164058257,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0100015121458481,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.267016801260662,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.201346371163533,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.342666425716243,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.078752255927286,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.00737104074458995,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.39830128717453,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0768046645240644,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.221803498094188,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0684637757721427,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0540672212702758,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.305508709510948,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.00224428234036023,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.0221058989089263,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.0461939936436333,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.162379995876247,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.14858738314193,"2","No-Till",9,"doi.org/10.1038/nature13809","wheat",NA,"Not reported","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.08396274405361,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.28100515510834,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.452066265131972,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.303380981994885,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0853200867292386,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0939114276933339,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.184298250843245,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.96001759408704,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.26396105396587,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.0695776049833361,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.152474717924288,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0240685505205199,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.164477282496526,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0351575669129836,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0530689681302284,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.74728669534191,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.704475180865153,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.201347703114301,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.239169466101873,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.261659735885373,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",0.102138418508867,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"2 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.0587734601677144,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"3 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.114416275541394,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"4 year","USDA Class 82","Cool Temperate and Moist","Reported"
19.52,-98.83,"Mexico",-0.146007822431983,"2","No-Till",9,"doi.org/10.1038/nature13809","maize",NA,"more than 4 year","USDA Class 82","Cool Temperate and Moist","Reported"
